LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	CHECKLIST COMMENTS	
2025-03-01 23:25:25.539988	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	13:55:00	obsr850449		S216100039	Traveling	Traveling	P22			52	2.144		2	1		Sunny blue sky with scattered white clouds--71 degrees--Strong WNW 7-14 mph winds--25% humidity--2 nutria seen--Birding with my Dad	
2025-03-30 15:50:22.056103	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-30	14:35:00	obsr1073731		S221915036	Traveling	Traveling	P22			13	1.089		2	1	G14354286		
2025-03-30 15:50:22.056103	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-30	14:35:00	obsr451424		S221915037	Traveling	Traveling	P22			13	1.089		2	1	G14354286		
2025-03-30 13:04:02.906345	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Sharpes Landing	L10883707	H	33.2912000	-87.5194270	2025-03-22	18:30:00	obsr1073731		S220126211	Traveling	Traveling	P22			72	0.200		2	1	G14300343		
2025-03-30 13:04:02.906345	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Sharpes Landing	L10883707	H	33.2912000	-87.5194270	2025-03-22	18:30:00	obsr451424		S220126212	Traveling	Traveling	P22			72	0.200		2	1	G14300343		
2025-03-29 11:28:24.593291	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-26	08:20:00	obsr556872		S221551687	Traveling	Traveling	P22			45	0.966		1	1		Along road out of park	
2025-03-29 11:39:11.373444	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-28	07:10:00	obsr556872		S221555988	Traveling	Traveling	P22			40	1.609		1	1		Church end of park	
2025-03-03 14:25:19.100681	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-03	08:05:00	obsr556872		S216476722	Traveling	Traveling	P22			35	1.127		1	1		Trade days area	
2025-03-29 11:22:03.453589	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-26	07:15:00	obsr556872		S221549108	Traveling	Traveling	P22			50	1.609		1	1		Trade days end of park	
2025-03-29 11:43:06.253567	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-28	08:00:00	obsr556872		S221557464	Traveling	Traveling	P22			40	0.805		1	1		Road out of park	
2025-03-09 12:34:07.317072	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10430, -87.55046	L11477775	P	33.1042970	-87.5504630	2025-03-09	11:04:00	obsr355910		S217496979	Stationary	Stationary	P21			28			1	1		As seen from inside home during a steady rain.	
2025-03-09 14:12:47.670027	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10430, -87.55046	L11477775	P	33.1042970	-87.5504630	2025-03-09	12:32:00	obsr355910		S217525802	Stationary	Stationary	P21			39			1	1		As seen from inside home during light rain.	
2025-03-09 11:12:18.324647	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10435, -87.55037	L11679625	P	33.1043540	-87.5503690	2025-03-09	09:26:00	obsr355910		S217470054	Stationary	Stationary	P21			45			1	1		As seen form inside home.	
2025-03-18 08:51:59.083567	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-18	07:35:00	obsr451424		S219200603	Stationary	Stationary	P21			15			1	1			
2025-03-07 07:37:18.496132	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-07	06:21:00	obsr451424		S217007718	Stationary	Stationary	P21			15			1	1			
2025-03-24 08:55:07.661366	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-24	07:49:00	obsr451424		S220454028	Stationary	Stationary	P21			5			1	1			
2025-03-08 08:19:31.014173	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-08	07:03:00	obsr451424		S217190452	Stationary	Stationary	P21			15			1	1			
2025-03-04 07:42:07.176854	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-04	06:24:00	obsr451424		S216566409	Stationary	Stationary	P21			16			1	1			
2025-03-25 07:46:07.715996	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-25	06:28:00	obsr451424		S220645945	Stationary	Stationary	P21			15			1	1			
2025-03-14 10:40:56.638009	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-14	09:25:00	obsr451424		S218422646	Stationary	Stationary	P21			15			1	1			
2025-03-22 11:05:14.089658	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-22	09:49:00	obsr451424		S219989494	Stationary	Stationary	P21			15			1	1			
2025-03-27 09:21:12.867444	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-27	08:02:00	obsr451424		S221077967	Stationary	Stationary	P21			15			1	1			
2025-03-13 08:58:10.228736	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-13	07:40:00	obsr451424		S218219087	Stationary	Stationary	P21			15			1	1			
2025-03-15 08:56:50.212222	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-15	07:40:00	obsr451424		S218605785	Stationary	Stationary	P21			15			1	1			
2025-03-17 07:28:25.554009	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-17	06:25:00	obsr451424		S219026395	Stationary	Stationary	P21			3			1	1			
2025-03-29 06:21:48.556935	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-29	05:20:00	obsr451424		S221455830	Incidental	Incidental	P20						1	0		All singing an hour before first light	
2025-03-21 08:56:59.563939	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-21	07:50:00	obsr451424		S219752555	Stationary	Stationary	P21			5			1	1			
2025-03-06 07:50:18.760794	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-06	06:34:00	obsr451424		S216852775	Stationary	Stationary	P21			15			1	1			
2025-03-25 18:55:58.829767	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-25	17:55:00	obsr451424		S220789587	Incidental	Incidental	P20						1	0			
2025-03-26 09:02:33.216757	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-26	07:46:00	obsr451424		S220874690	Stationary	Stationary	P21			15			1	1			
2025-03-05 07:43:54.669907	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-05	06:27:00	obsr451424		S216708215	Stationary	Stationary	P21			15			1	1			
2025-03-03 07:44:05.491102	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-03	06:27:00	obsr451424		S216409126	Stationary	Stationary	P21			15			1	1			
2025-03-02 08:17:53.537305	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-02	06:59:00	obsr451424		S216208829	Stationary	Stationary	P21			15			1	1			
2025-03-31 07:39:41.423899	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-31	06:21:00	obsr451424		S222027696	Stationary	Stationary	P21			16			1	1			
2025-03-23 13:36:43.582665	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Mo’s House	L13877026	P	33.1671350	-87.2442350	2025-03-22	18:11:00	obsr2298093		S220125069	Traveling	Traveling	P22			35	0.402		1	1			
2025-04-08 23:37:52.265975	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			8627 Forrestal Ln, Tuscaloosa US-AL 33.29766, -87.50374	L16659130	P	33.2976590	-87.5037360	2025-03-29	10:00:00	obsr1235845		S223983480	Stationary	Stationary	P21			120			2	1	G14418257		
2025-04-08 23:37:07.218249	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			8627 Forrestal Ln, Tuscaloosa US-AL 33.29766, -87.50374	L16659130	P	33.2976590	-87.5037360	2025-03-29	10:00:00	obsr1242913		S223983481	Stationary	Stationary	P21			120			2	1	G14418257		
2025-04-05 21:30:14.856154	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-15	10:16:00	obsr212979		S218663966	Traveling	Traveling	P22			67	2.639		2	1		Cloudy, 73 degrees, wind SSE at 10 mph	
2025-03-03 18:57:09.894568	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-03	17:20:00	obsr3031639		S216513060	Incidental	Incidental	P20						1	0			
2025-03-31 13:32:17.678873	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1235845		S222111974	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-31 13:32:17.451304	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1242913		S222111142	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-30 20:33:52.367627	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1152076		S221907258	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-30 20:33:52.367627	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1783375		S221698150	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-30 20:33:52.367627	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr3774491		S221694605	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-30 20:33:52.367627	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr850449		S221535035	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-30 20:33:52.367627	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr3423678		S221968690	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-31 08:29:06.97927	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr909517		S222038818	Traveling	Traveling	P22			135	2.076		19	1	G14348174	Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)	
2025-03-29 11:16:29.846081	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home	L17821645	P	33.1486460	-87.5582970	2025-03-29	10:10:00	obsr2896833		S221546939	Stationary	Stationary	P21			5			1	1			
2025-03-03 13:05:32.807428	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2810 8th Street, Tuscaloosa, Alabama, US (33.205, -87.573)	L18361298	P	33.2053403	-87.5730688	2025-03-03	11:58:00	obsr447687		S216465689	Traveling	Traveling	P22			7	0.418		1	1			
2025-03-26 18:34:05.167273	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Meadowlake lake, Northport, Alabama, US	L18389292	P	33.2781944	-87.5844981	2025-03-26	17:33:00	obsr451424		S220990496	Incidental	Incidental	P20						1	0			
2025-03-25 10:16:09.423962	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-25	08:50:00	obsr2915343		S220678623	Traveling	Traveling	P22			11	0.730		1	1			
2025-03-29 13:16:51.905807	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-29	10:08:00	obsr389061		S221588876	Incidental	Incidental	P20						1	0			
2025-03-19 16:02:26.668798	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-19	14:48:00	obsr2915343		S219474064	Traveling	Traveling	P22			13	0.685		1	1			
2025-03-21 10:19:21.447527	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-21	09:12:00	obsr2915343		S219767626	Traveling	Traveling	P22			5	0.496		1	1			
2025-03-18 10:10:22.76937	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-18	09:02:00	obsr2915343		S219214853	Traveling	Traveling	P22			6	0.551		1	1			
2025-03-28 09:13:48.655384	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-28	07:34:00	obsr1997081		S221268253	Traveling	Traveling	P22			39	3.026		1	1			
2025-03-28 09:50:13.254586	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-28	07:57:00	obsr451424		S221276193	Traveling	Traveling	P22			50	2.977		1	1			
2025-03-30 14:19:32.993701	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-30	12:25:00	obsr53167		S221891481	Incidental	Incidental	P20						1	0			
2025-03-27 17:47:42.786934	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-27	16:46:00	obsr1997081		S221178216	Incidental	Incidental	P20						1	0			
2025-03-18 14:32:36.618691	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			TA-BP	L19301796	P	33.1770590	-87.4462500	2025-03-18	12:19:00	obsr208336		S219264995	Incidental	Incidental	P20						2	0			
2025-03-11 12:03:31.705666	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2605 7th Street, Tuscaloosa, Alabama, US (33.206, -87.571)	L20196539	P	33.2064709	-87.5707512	2025-03-11	10:56:00	obsr447687		S217890612	Traveling	Traveling	P22			6	0.467		1	1			
2025-03-13 17:22:18.278985	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Hwy 82 Rest Area mile marker 105	L20903421	P	33.0636876	-87.4351342	2025-03-03	13:33:00	obsr1139469		S218312466	Stationary	Stationary	P21			11			1	1			
2025-03-13 10:35:49.355455	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-13	07:26:00	obsr3423678		S218238699	Stationary	Stationary	P21			30			1	1			
2025-03-15 10:38:58.232907	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-15	08:06:00	obsr3423678		S218628568	Stationary	Stationary	P21			60			1	1			
2025-03-28 20:48:34.71071	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-28	17:36:00	obsr3423678		S221411362	Stationary	Stationary	P21			30			1	1			
2025-03-30 20:33:37.575882	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr2915343		S221580724	Traveling	Traveling	P22			302	4.426		2	1	G14343766		
2025-03-29 12:50:18.483669	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:26:00	obsr451424		S221467915	Stationary	Stationary	P21			5			2	1	G14343767		
2025-03-30 20:33:37.575882	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr451424		S221580320	Traveling	Traveling	P22			302	4.426		2	1	G14343766		
2025-03-12 22:50:50.111028	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-08	08:15:00	obsr3423678		S218179008	Stationary	Stationary	P21			45			1	1			
2025-03-24 11:26:30.834391	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-24	10:12:00	obsr3774491		S220488070	Stationary	Stationary	P21			11			1	0			
2025-03-08 16:33:56.36943	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-08	08:30:00	obsr3423678		S217313610	Stationary	Stationary	P21			60			1	1			
2025-03-23 09:07:10.576223	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-23	07:00:00	obsr3423678		S220210138	Stationary	Stationary	P21			50			1	1			
2025-03-31 15:27:36.722771	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-31	14:08:00	obsr451424		S222135002	Traveling	Traveling	P22			16	1.014		1	1			
2025-03-26 17:39:49.617502	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-26	07:09:00	obsr3423678		S220906702	Stationary	Stationary	P21			20			1	1			
2025-03-22 10:32:43.132216	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-22	08:00:00	obsr3423678		S219978117	Traveling	Traveling	P22			31	0.289		1	1			
2025-03-11 18:43:06.155592	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-11	16:28:00	obsr3423678		S217964722	Traveling	Traveling	P22			73	3.270		1	1			
2025-03-29 12:50:18.483669	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:26:00	obsr2915343		S221580740	Stationary	Stationary	P21			5			2	1	G14343767		
2025-03-12 17:49:03.724085	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			DCH Parking Lot	L21303664	P	33.2038420	-87.5271220	2025-03-12	15:48:00	obsr3423678		S218142342	Incidental	Incidental	P20						1	0			
2025-03-28 19:25:17.090573	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Northport Civitan Park	L21775320	H	33.2268178	-87.5808105	2025-03-28	18:08:00	obsr1671189		S221400242	Traveling	Traveling	P22			17	0.980		1	1			
2025-03-27 17:35:07.200308	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			4720 Appletree Ln, Tuscaloosa US-AL 33.16276, -87.46696	L21921327	P	33.1627570	-87.4669560	2025-03-27	16:32:00	obsr1266286		S221175973	Incidental	Incidental	P20						1	0			
2025-03-27 17:49:39.812934	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			4720 Appletree Ln, Tuscaloosa US-AL 33.16276, -87.46696	L21921327	P	33.1627570	-87.4669560	2025-03-27	16:49:00	obsr1266286		S221178543	Incidental	Incidental	P20						1	0			
2025-03-30 14:35:36.648946	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			WSBC	L23233839	P	33.4902720	-87.4980520	2025-03-30	09:42:00	obsr850449		S221895864	Incidental	Incidental	P20						1	0			
